X,Y,osm_id,amenity,name,addr:housenumber,brand,operator,addr:housename,ref,ele,shop,sport,cuisine,addr:city,addr:postcode,addr:state,phone,opening_hours,contact:yelp,addr:street,website,brand:wikidata,addr:unit,addr:country,outdoor_seating,takeaway,capacity,smoking,microbrewery,organic,wheelchair,internet_access:fee,drive_in,internet_access,name_1,email,toilets:wheelchair,delivery,name:en,payment:bitcoin,description,contact:phone,wheelchair:description,contact:facebook,contact:website,level,drive_through,wifi,payment:mastercard,start_date,facebook,payment:visa,addr:full,addr:building,fax,amenity2,OWNER,owner2,wikidata,addr:suite,short_name,old_name:ja,alt_name,old_name,old_website,payment:discover_card,payment:american_express,breakfast,payment:coins,payment:debit_cards,payment:notes,payment:cash,contact:instagram,contact:twitter,website_1,delivery:partner,payment:android_pay,payment:apple_pay,payment:samsung_pay,suite,is_in,contact:google_plus,payment:visa_debit,name:kr,payment:credit_cards,far_accessible,contact:youtube,twitter,reservation,payment:giftcards,name:zh,long_name,pricerange,name:ja,craft,diet:vegetarian
-84.3804245,33.8397525,4664879369,restaurant,Your Pie,5,,,,,,,,pizza,Atlanta,30305,GA,,,,West Paces Ferry Road Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.3756208,33.8406161,902107263,restaurant,Loco's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.382822,33.8566614,5115722740,restaurant,JINYA RAMEN Bar,3714,,,,,,,,,Atlanta,30342,GA,,,,Roswell Road,,,35,,,yes,50,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.3800799,33.8798082,4708563492,restaurant,Tupelo Honey Café,,,,,,,,,,,,,+1 404-649-6334,,,,https://tupelohoneycafe.com/location/sandy-springs/,,,,,,,,,,,,,,,,,,Tupelo Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4619704,33.8828061,3289281720,restaurant,Uncle Maddio's,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.460736,33.9034391,4332555126,restaurant,Boston Market,2014,,,,1602,,,,,Atlanta,30339,GA,+1 (770) 988-9020,"Mo-Fr 10:30-22:00; Sa-Su 12:00-21:00",,Powers Ferry Road Southeast,https://bostonmarket.com/location/atlanta-ga-1602/,,,,no,,,,,,,,,,,,,,,,,+1 (770) 988-9020,,,https://bostonmarket.com/location/atlanta-ga-1602/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4605967,33.9033386,4423890389,restaurant,Smoke and Duck Sauce,2014,,,,,,,,asian,Marietta,30339,GA,+1 (678) 888-2070,"Mo-Fr 11:00-21:00; Sa 12:00-21:00",,Powers Ferry Road Southeast,http://www.smokeandducksauce.com/,,,,no,yes,,,,,,,,,,,,,,,,+1 (678) 888-2070,,,http://www.smokeandducksauce.com/,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4606414,33.9033941,4332555127,restaurant,Piu Bello,2014,,,,,,,,pizza,Atlanta,30339,GA,,Mo-Su 11:00-22:00,,Powers Ferry Road Southeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4604736,33.9033043,2727309307,restaurant,Jersey Mike's Subs,2014,,,,,,,,sandwich,Atlanta,30339,GA,(678) 279-9990,Mo-Su 10:00-21:00,,Powers Ferry Road Southeast,http://www.jerseymikes.com/5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,
-84.4472135,33.8986257,2687918319,restaurant,Heirloom Market BBQ,2243,,,,,,,,"korean;BBQ",Atlanta,30339,GA,(770) 612-2502,"Tu-Th 11:00-20:00;Fr 11:00-21:00;Sa 12:00-21:00",,Akers Mill Road Southeast,http://www.heirloommarketbbq.com,,,,,yes,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4486854,33.9000864,2696041739,restaurant,Harry's Pizza & Subs,2150,,,,,,,,pizza,Atlanta,30339,GA,+1 (770) 955-4413,"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 11:00-22:00; Su 16:00-22:00",,Powers Ferry Road Southeast,http://www.harryspizzaandsubs.com/,,,US,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.3808942,33.8899341,2928753841,restaurant,Cibo e Beve,4969,,,,,,,,,Atlanta,30342,GA,+1 (404) 250-8988,"Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 17:00-23:00; Su 16:00-22:00",,Roswell Road,http://www.ciboatlanta.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.3808644,33.8904188,2928753842,restaurant,Food 101,4969,,,,,,,,,Atlanta,30342,GA,+1 (404) 497-9700,"Mo-Th 11:30-14:30, 17:30-22:00; Fr 11:30-14:30, 17:30-23:00; Sa 17:30-23:00; Su 11:00-15:00, 17:30-22:00",,Roswell Road,http://www.food101atlanta.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.379671,33.9078086,802231631,restaurant,Taco Mac,5600,,,,,,,,bar&grill,,30342,,+1-404-941-1503,Mo-Su 11:00-02:00,,Roswell Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-404-941-1505,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.3836142,33.9255549,4686739042,restaurant,Little Thai Cuisine,220,,,,,,,,,Sandy Springs,30328,GA,+1-404-943-9189,,,Sandy Springs Circle,http://littlethaicuisine.com,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,
-84.6674916,33.9674838,2515042229,restaurant,"Peace, Love and Pizza",3960,,,,,,,,pizza,Marietta,30064,GA,+1 (770) 321-5000,"Su-Th 11:00-22:00; Fr-Sa 11:00-23:00",,Mary Eliza Trace Northwest,www.peaceloveandpizza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6654122,33.9669425,2961814500,restaurant,Marietta Pizza Company,3901,,,,,,,,pizza,Marietta,30064,GA,+1 (770) 693-9606,"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:30-22:00",,Mary Eliza Trace,http://www.mariettapizza.com/duewest/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6582897,33.9527019,1850040702,restaurant,Aspens Signature Steaks,3625,,Sedgwick Restaurant group,,,,,,steak_house,Marietta,30064,GA,+1 (770) 419-1744,"Fr-Sa 17:00-22:00; Su 11:00-14:00, 17:00-21:00",,Dallas Highway Southwest,http://www.sedgwickrestaurantgroup.com/aspens_west.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6572868,33.9525938,1850042333,restaurant,Ted's Montana Grill,3625,,,,,,,,american,Marietta,30064,GA,+1 (678) 594-7242,"Su-Th 11:00-22:00; Fr-Sa 11:00-23:00",,Dallas Highway Southwest,https://www.tedsmontanagrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6569056,33.9526663,1850041888,restaurant,Romano's Macaroni Grill,3625,,,,,,,,italian,Marietta,30064,GA,+1 (678) 581-5624,"Su-Th 11:00-22:00; Fr-Sa 11:00-23:00",,Dallas Highway Southwest,http://www.macaronigrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macaroni Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.7069803,33.996388,2495083807,restaurant,Little Caesars,1727,,,,,,,,pizza,Acworth,30101,,+1 (770) 499-9981,"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 11:00-22:00; 11:00-21:00",,Mars Hill Road NW,http://www.littlecaesars.com/Locations/tabid/92/location/30101/Default.aspx?id=MTU2ODAwMDU%3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.704547,33.9964542,1850027542,restaurant,Gondolier Pizza,1720,,,,,,,,pizza,Acworth,30101,GA,+1 (770) 425-5006,"Su-Th 11:00-21:00; Fr-Sa 11:00-22:00",,Mars Hill Road,http://www.gondolierpizza.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6300003,33.9473557,786584005,restaurant,Taco Mac,2650,,,,,,,,bar&grill,Marietta,,,+1 (770) 795-1144,"Mo-Fr 11:00-26:00; Sa 11:00-27:00; Su 12:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1 (770) 795-8736,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5824032,33.9528565,3385118287,restaurant,3 Amigos Mexican Bar & Grill,1000,,,,,,,,mexican,Marietta,30064,GA,+1 (770) 485-5947,"Su-Th 11:00-22:00;Sa-Su 11:00-22:30",,Whitlock Avenue Northwest,,,,,,,,,,,,,,,,,,,,,,+1 (770) 485-5947,,,,,,,,,,,,,,,,,,400,,,Three Amigos Mexican Bar & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5508007,33.9533918,3274795031,restaurant,Stockyard Burgers and Bones,26,,,,,,,,burger,Marietta,30060,GA,+1 (678) 503- 2760,"Su-Mo 11:00-21:00;Tu-Th 11:00-22:00;Fr-Sa 11:00-23:00",,Mill Street,http://www.stockyardburger.com/,,,,,,,,,,,,,,,,,,,,,+1 (678) 503- 2760,,https://www.facebook.com/StockyardBurgers,http://www.stockyardburger.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5509341,33.9534248,2687622334,restaurant,Thaicoon & Sushi Bar,34,,,,,,,,"thai;japanese;sushi",Marietta,30060,,(678) 766-0641,"Mo-Th 11:30-14:30, 17:00-22:00; Fr 11:30-14:30, 17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00",,Mill Street,http://www.thaicoonmarietta.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5509358,33.9536045,2698253330,restaurant,,90,,,,,,,,,Marietta,30060,GA,,,,Marietta Station Walk Northeast,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Café Crêpe,http://www.lecafecrepe.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5719279,34.0128828,2510866322,restaurant,Ted's Montana Grill,,,Jason Salisbury,,,,,,regional,,,,+1 678 581 7890,"Su-Th 11:00-22:00; Fr-Sa 11:00-23:00",,,www.tedsmontanagrill.com/tmg010.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5640824,34.0130023,1573384848,restaurant,Sunny's Bagel & Deli,440,,,,,,,,venezuelan,Kennesaw,30144,GA,+1 (770) 590-7590,"Mo-Fr 06:00-15:00; Sa-Su 07:00-15:00",,Ernest W. Barrett Parkway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6843528,34.035341,5179043101,restaurant,LuLu's Firewater Grill,3345,,,,,,,,,Acworth,30101,GA,,,,Cobb Parkway,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6908171,34.0377363,5178987819,restaurant,Johnny's New York Style Pizza & Subs,,,,,,,,,"pizza;subs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6581445,34.0315154,5752057789,restaurant,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6594373,34.0319972,5752058089,restaurant,Zaxby's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6777951,34.0654757,1908313652,restaurant,Center Street Tavern,4381,,,,,,,,,Acworth,30101,GA,,,,Senator Russell Ave,http://www.centerstreettavern.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6778055,34.0659821,1908311545,restaurant,Henry's Louisiana Grill,4835,,,,,,,,,,30101,,,,,N. Main St.,http://www.chefhenrys.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6474477,34.0750465,5012789883,restaurant,China Chef,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6246167,34.0233985,2286133696,restaurant,Hong Kong Chinese Restaurant,2774,,,,,,,,chinese,Kennesaw,30152,GA,+1 (770) 425-6260,"Mo-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 12:00-22:30",,Cobb Parkway North,http://hongkongchinesekennesaw.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6248461,34.02354,1573411011,restaurant,El Rodeo,2774,,,,,,,,mexican,Kennesaw,30152,GA,+1 (770) 419-2244,"Su-Th 11:00-22:00; Fr-Sa 11:00-22:30",,Cobb Parkway North,http://www.rodeomexicanrestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6241585,34.0233409,2286133813,restaurant,Papa John's,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6009961,34.0489782,4702857730,restaurant,Barbeque Street,3895,,,,,,,,barbecue,Kennesaw,30144,GA,+1 (770) 419-2626,,,Cherokee Street Northwest,http://www.bbqstreet.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 419-2626,,,http://www.bbqstreet.com/,,,,,,,,,,,,,,,230,BBQ Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.6014573,34.0490421,5012658316,restaurant,Hamada Japanese,,,,,,,,,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5972851,34.048871,5012632041,restaurant,Donny's Home Cooking,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.596518,34.0495088,5012632081,restaurant,Johnny's New York Style Pizza,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5549477,34.0157852,5140287121,restaurant,Pacific Buffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5907147,34.0571222,5005960552,restaurant,Cafe Istanbul 2,,,,,,,,,turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5907214,34.0574888,5005960549,restaurant,Las Palmas,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5724884,34.0357748,1573375391,restaurant,Panda Express,741,,,,,,,,chinese,Kennesaw,30144,GA,+1 (770) 218-8986,"Mo-Sa 11:00-21:30; Su 11:00-21:00",,Townpark Lane Northwest,http://www.pandaexpress.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 218-8986,,,http://www.pandaexpress.com/,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5688616,34.0371584,786584019,restaurant,Panera Bread,600,,,,,,,,,Kennesaw,30144,GA,+1 (678) 581-0227,Th 06:30-21:00,,Chastain Road,https://www.panerabread.com/,,,,,,,,,,,,,wlan,,,,,,,,+1 (678) 581-0227,,,https://www.panerabread.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.568404,34.0373195,786584016,restaurant,Taco Mac,600,,,,,,,,american,,,,+1-770-874-7781,"Mo-Fr 11:00-26:00; Sa 11:00-27:00; Su 11:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-770-874-7783,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5923227,34.05795,5006000032,restaurant,Marco's Pizza,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5907156,34.0585045,2745631763,restaurant,The Jammin Pie,4200,,,The Jammin Pie,,,,,italian,,30144,,,,,Wade Green Rd NW,peaceloveandpizza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cobb,Georgia,Ga.,GA,USA",,,,,,,,,,,,,,,
-84.5908619,34.0609784,5000048493,restaurant,Papa John's,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5737489,34.0869394,4997265461,restaurant,Little Caesars,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5188141,33.9453714,2971084603,restaurant,Atlantic Buffet,270,,,,,,,,asian,Marietta,30060,GA,+1 (770) 794-8288,"Su-Th 11:00-21:30; Fr-Sa 11:00-22:30",,Cobb Parkway South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5500918,33.9514246,4160110938,restaurant,,25,,,,,,,,,Marietta,30060,GA,,,,Powder Springs Street Southeast,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chantico Burrito Cantina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.549763,33.9520566,3292731438,restaurant,Taqueria Tsunami,70,,,,,,,,"asian;mexican",Marietta,30060,GA,+1 (678) 324-7491,"Su-Th 11:00-21:00;Fr-Sa 11:00-22:00",,South Park Square,http://www.taqueriatsunami.com/,,,,,,,,,,,,,,,,,,,,,+1 (678) 324-7491,,,http://www.taqueriatsunami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5504131,33.9530069,3294799283,restaurant,Piastra,45,,,,,,,,italian,Marietta,30060,GA,+1 (770) 425-9300,"Tu-We 17:00-21:00; Th 11:30-14:30, 17:00-21:00; Fr-Sa 11:30-14:30, 17:00-22:00; Su 17:00-21:00",,West Park Square,http://piastrarestaurant.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 425-9300,,,http://piastrarestaurant.com/,,,,,,,,,,,,,,,,,,,La Famiglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5488833,33.9521034,3301497256,restaurant,The Marietta Local,148,,,,,,,,,Marietta,30060,GA,+1 (770) 794-2299,Mo-Sa 08:00-14:30,,Roswell Street,http://www.themariettalocal.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 794-2299,,,http://www.themariettalocal.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5487539,33.9521243,4792242994,restaurant,Angel's Burritos on the Square,154,,,,,,,,mexican,Marietta,30060,GA,+1 (678) 594-3352,"Mo-Th 10:30-18:00; Fr 10:30-19:00; Sa 10:30-18:00",,Roswell Street,http://www.angelsburritosonthesquare.com/,,,,no,,,,,,,,,,,,,,,,,+1 (678) 594-3352,,https://www.facebook.com/pg/angelsburritosonthesquare/,http://www.angelsburritosonthesquare.com/,,,,yes,,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5500103,33.9533764,3287924388,restaurant,The Butcher The Baker,23,,,,,,,,,Marietta,30060,GA,+1 (678) 224-1599,"We-Th 17:00-21:30; Fr-Sa 17:00-22:30",,North Park Square Northeast,http://www.eatlocaleatbetter.com/,,,,,,,,,,,,,,,,,,,,,+1 (678) 224-1599,,https://www.facebook.com/TheButcherTheBaker,http://www.eatlocaleatbetter.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5499486,33.953417,3287924387,restaurant,Willie Rae's,25,,,,,,,,southern,Marietta,30060,GA,+1 (770) 792-9995,"Mo-Th 11:00-21:30; Fr-Sa 11:00-22:30",,North Park Square Northeast,http://willieraes.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 792-9995,,https://www.facebook.com/pages/Willie-Raes/114983951854867,http://willieraes.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.5495445,33.9533601,4802522191,restaurant,Sugar Cakes Patiserrie,101,,,,,,bakery,,french,Marietta,30060,GA,+1 (770) 218-9994,"Tu-Th 07:00-15:00; Fr 07:00-21:00; Sa 08:00-21:00; Su 08:00-15:00",,North Park Square Northeast,http://sugarcakespatisserie.com/,,,,no,,,,,,,,,,,,,,,,,+1 (770) 218-9994,,https://www.facebook.com/SugarCakesPatisserie,http://sugarcakespatisserie.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/sugarcakesbaker,,,,,,,,https://plus.google.com/b/114655732602456543622/114655732602456543622/,,,,,,,,,,,,,,
-84.521016,33.9505202,2962141708,restaurant,La Suprema Bakery,12,,,,,,bakery,,,Marietta,30060,GA,+1 (770) 794-0110,"Mo-Fr 08:00-21:00; Sa-Su 08:00-15:00",,Cobb Parkway South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4912889,33.967663,1237868639,restaurant,Los Agaves,2125,,,,,,,,,,,,770-565-8919,,,Roswell Road,http://www.losagavesmexicanrestaurant.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4919107,33.9687091,3385132748,restaurant,LemonGrass Thai,2145,,,,,,,,thai,Marietta,30062,GA,+1 (770) 973-7478,"Mo-Th 11:30-14:30, 17:00-22:00;Fr 11:30-14:30, 17:00-22:30;Sa 17:00-22:30;Su 16:00-21:30",,Roswell Road,http://lemongrassmarietta.com/,,,,,yes,,,,,,,,,,,,yes,,,,+1 (770) 973-7478,,,http://lemongrassmarietta.com/,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4898133,33.9671899,3624088926,restaurant,Ege Sushi & Japanese Cuisine,2100,,,,,,,,japanese,Marietta,30062,GA,+1 (770) 977-7690,"Mo-Th 11:30-13:45, 17:00-21:30; Fr 11:30-13:45, 17:00-21:30; Sa 17:00-21:30",,Roswell Road,http://www.ege-sushi.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 977-7690,,,http://www.ege-sushi.com/,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4895237,33.9671955,3624082684,restaurant,Mezza Luna Pasta & Seafood,2100,,,,,,,,,Marietta,30062,GA,,,,Roswell Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4893949,33.9671844,3624080477,restaurant,American Deli,2100,,,,,,,,regional,Marietta,30062,GA,+1 (770) 509-3800,Mo-Sa 11:00-21:30,,Roswell Road,http://www.iloveamericandeli.com/,,,,,,,,,,,,,,,,,,,,,+1 (770) 509-3800,,,http://www.iloveamericandeli.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4893948,33.9682628,4705873584,restaurant,Domino's,2146,,,,5739,,,,pizza,Marietta,30062,GA,+1 (770) 977-6922,"Mo-Fr 10:00-23:59; Sa 00:00-01:00, 10:00-23:59; Su 00:00-01:00, 10:00-23:59",,Roswell Road,https://www.dominos.com/,,,,,yes,,,,,,,,,,,,yes,,,,+1 (770) 977-6922,,,https://www.dominos.com/,,,,,,,,,,,,,,,,,,Domino's Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84.4885078,33.9672161,3188955662,restaurant,A J's Famous Seafood and PoBoys,2100,,,,,,,,louisiana,Marietta,30062,GA,+1 (678) 999-0767,Mo-Su 11:30-21:00,,Roswell Road,,,,,no,yes,,no,,,,,,,,,,,,,,+1 (678) 999-0767,,https://www.facebook.com/pages/Ajs-Famous-Seafood-and-Poboys/120446897968571,,,,,yes,,,yes,,,,,,,,200-O,,,AJ's Famous Seafood and PoBoys,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,
